OBJECTID,SampleID,saris_pali,waterbody_,waterbody1,CFR,latitude,longitude,date,year,sample_typ,gear,warmwater_,warmwater1,contains_n,coldwater_,coldwater1,min_EBT_le,max_EBT_le,snapped_la,snapped_lo,Last_sampl,Link_to_da,Link_to_pi,ORIG_FID
"82","257","3313800",Chapel Brook,Stream_River,TRUE,42.48220890000,-72.76091230000,2000-08-23,"2000",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0063|,"55","193",42.48223281580,-72.76077924150,"2015",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Deerfield River Basin (33)/3313800- Chapel Br,NA,"-1"
"83","258","3315550",Basin Brook,Stream_River,TRUE,42.55979680000,-72.92274040000,2000-08-28,"2000",Total Pick-up,Backpack Shocking,--BB|--BM|--CS|,0001|0054|0002|,TRUE,-EBT|,0013|,"73","154",42.55979255860,-72.92270022510,"2006",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Deerfield River Basin (33)/3315550- Basin Br,NA,"-1"
"84","259","3315500",North Brook,Stream_River,TRUE,42.59140210000,-72.94002800000,2000-08-28,"2000",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0014|,"56","83",42.59136842420,-72.94008744820,"2000",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Deerfield River Basin (33)/3315500- North Br,NA,"-1"
"85","277","3421725",Kidder Brook,Stream_River,TRUE,42.70918890000,-72.34881960000,2000-09-29,"2000",Total Pick-up,Backpack Shocking,--CP|---P|,0003|0001|,TRUE,-EBT|,0019|,"60","210",42.70942655920,-72.34877292110,"2000",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3421725- Kidder Br,NA,"-1"
"86","279","3315525",King Brook,Stream_River,TRUE,42.56014780000,-72.94746790000,2000-08-23,"2000",Total Pick-up,Backpack Shocking,--BB|-BND|--CP|,0003|0072|0001|,TRUE,-EBT|,0024|,"48","203",42.56018398690,-72.94757527030,"2007",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Deerfield River Basin (33)/3315525- King Br,NA,"-1"
"87","280","3316325",Cascade Brook,Stream_River,TRUE,42.68605640000,-73.01098980000,2000-09-06,"2000",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0064|,"49","181",42.68610531850,-73.01102878870,"2007",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Deerfield River Basin (33)/3316325- Cascade Br,NA,"-1"
"88","288","3314375",West Branch North River,Stream_River,TRUE,42.68051830000,-72.74190410000,2000-09-07,"2000",Total Pick-up,Backpack Shocking,-BND|-LND|,0047|0038|,TRUE,--AS|--BT|-EBT|-LNS|--SC|,0056|0003|0002|0004|0077|,"96","173",42.68045446580,-72.74191413830,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Deerfield River Basin (33)/3314375- WB North River,NA,"-1"
"89","290","3315775",Manning Brook,Stream_River,TRUE,42.64301300000,-72.99070490000,2000-09-01,"2000",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0041|,"45","185",42.64283969440,-72.99074655560,"2007",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Deerfield River Basin (33)/3315775- Manning Br,NA,"-1"
"90","291","3314850",Sheperd Brook,Stream_River,TRUE,42.58259900000,-72.81684140000,2000-08-16,"2000",Total Pick-up,Backpack Shocking,-BND|,0049|,TRUE,-EBT|--SC|,0062|0028|,"46","190",42.58243967740,-72.81678766590,"2000",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Deerfield River Basin (33)/3314850- Sheperd Brook,NA,"-1"
"91","292","3314875",Ruddock Brook,Stream_River,TRUE,42.58477500000,-72.83262510000,2000-08-16,"2000",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|--RT|--SC|,0036|0001|0015|,"50","185",42.58478654790,-72.83273463120,"2006",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Deerfield River Basin (33)/3314875- Ruddock Br,NA,"-1"
"92","295","3626525",Swift River,Stream_River,TRUE,42.21082000000,-72.34670000000,1998-10-26,"1998",Total Pick-up,Backpack Shocking,--AE|--TD|,0001|0010|,TRUE,-EBT|--RT|,0003|0001|,"130","200",42.21075206460,-72.34644211220,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3626525- Swift River,NA,"-1"
"93","296","3522450",Whetstone Brook,Stream_River,TRUE,42.59396000000,-72.36170000000,2000-09-13,"2000",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0013|,"71","159",42.59402435150,-72.36113547930,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3522450- Whetstone Br,NA,"-1"
"94","297","3522225",Mormon Hollow Brook,Stream_River,TRUE,42.57650610000,-72.43516980000,2000-09-13,"2000",Total Pick-up,Backpack Shocking,---P|,0002|,TRUE,--BT|-EBT|,0004|0006|,"62","172",42.57646881460,-72.43520584500,"2007",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Millers River Basin (35)/3522225- Mormon Hollow Br,NA,"-1"
"95","304","5133015",Ararat Brook,Stream_River,TRUE,42.30898000000,-71.82050000000,2001-06-26,"2001",Total Pick-up,Backpack Shocking,-BND|,0054|,TRUE,-EBT|,0059|,"46","231",42.30887054850,-71.82044117160,"2013",file:///W:/fisherie/Scanned River Files/Watersheds/Narragansett Bay (5)/Blackstone River Basin (51)/5133015- Ararat Br,NA,"-1"
"96","319","3210725",Middle Branch Westfield River,Stream_River,TRUE,42.38592000000,-72.97795000000,2001-09-05,"2001",Total Pick-up,Backpack Shocking,-BND|--CS|-LND|--WS|,0165|0002|0142|0007|,TRUE,--AS|-EBT|--SC|,0033|0015|0071|,"48","157",42.38584087280,-72.97776551600,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3210725- Middle Branch Westfield R,NA,"-1"
"97","320","3211225",Dead Branch,Stream_River,TRUE,42.34615000000,-72.84373000000,2001-09-04,"2001",Total Pick-up,Backpack Shocking,-BND|--CS|-LND|--WS|,0180|0001|0063|0002|,TRUE,--AS|--BT|-EBT|--SC|,0016|0003|0013|0057|,"69","225",42.34612767220,-72.84337192420,"2016",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3211225- Dead Branch,NA,"-1"
"98","326","5131976",UNT Center Brook (1),Stream_River,TRUE,42.16660000000,-71.59939000000,2001-08-17,"2001",Total Pick-up,Backpack Shocking,---B|---P|--RP|,0001|0001|0027|,TRUE,-EBT|,0006|,"52","187",42.16651846110,-71.59961454360,"2001",file:///W:/fisherie/Scanned River Files/Watersheds/Narragansett Bay (5)/Blackstone River Basin (51)/5131976- UNT Center Br,NA,"-1"
"99","328","3208375",Great Brook,Stream_River,TRUE,42.08609000000,-72.72749000000,2001-07-24,"2001",Total Pick-up,Backpack Shocking,--AE|---B|-BND|-LND|--TD|--WS|,0004|0002|0025|0002|0005|0005|,TRUE,--BT|-EBT|,0029|0005|,"64","169",42.08603061470,-72.72754998390,"2012",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3208375- Great Br,NA,"-1"
"100","329","3209700",Moose Meadow Brook,Stream_River,TRUE,42.14869000000,-72.79305000000,2001-07-25,"2001",Total Pick-up,Backpack Shocking,--AE|-BND|-CRC|-LND|--TD|--WS|,0014|0240|0001|0017|0006|0008|,TRUE,--BT|-EBT|--SC|,0044|0003|0004|,"74","91",42.14856451660,-72.79319040330,"2014",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3209700- Moose Meadow Br,NA,"-1"
"101","330","3211825",Stones Brook,Stream_River,TRUE,42.45548000000,-72.84052000000,2001-08-01,"2001",Total Pick-up,Backpack Shocking,-BND|-LND|--WS|,0120|0033|0004|,TRUE,--AS|--BT|-EBT|,0113|0017|0014|,"56","153",42.45545486830,-72.84051283090,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3211825- Stones Brook,NA,"-1"
"102","331","3210250",Abbott Brook,Stream_River,TRUE,42.29371000000,-72.95889000000,2001-07-16,"2001",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|--SC|,0092|0043|,"41","170",42.29370130870,-72.95869456110,"2001",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3210250- Abbott Br,NA,"-1"
"103","332","3208725",Little River (1),Stream_River,TRUE,42.13053000000,-72.82286000000,2001-07-27,"2001",Total Pick-up,Backpack Shocking,--AE|-BND|-CRC|--CS|-LND|--WS|,0007|0196|0001|0015|0052|0003|,TRUE,--BT|-EBT|,0003|0015|,"57","230",42.13047274390,-72.82291088270,"2015",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3208725- Little R,NA,"-1"
"104","333","3208825",Munn Brook,Stream_River,TRUE,42.11608000000,-72.80048000000,2001-07-25,"2001",Total Pick-up,Backpack Shocking,-BND|--CS|---F|-LND|--TD|--WS|,0106|0022|0008|0001|0003|0019|,TRUE,--AS|--BT|-EBT|--SC|,0001|0011|0013|0009|,"61","178",42.11606806800,-72.80062779700,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3208825- Munn Br,NA,"-1"
"105","334","3209725",Potash Brook,Stream_River,TRUE,42.16534000000,-72.84968000000,2001-08-28,"2001",Total Pick-up,Backpack Shocking,-BND|-CRC|--CS|,0020|0012|0007|,TRUE,--AS|-EBT|--TT|,0075|0047|0001|,"48","200",42.16522903060,-72.85019614630,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3209725- Potash Brook,NA,"-1"
"106","337","3211950",Mill Brook,Stream_River,TRUE,42.51293000000,-72.92224000000,2001-08-14,"2001",Total Pick-up,Backpack Shocking,-BND|-CRC|,0045|0006|,TRUE,--AS|-EBT|,0098|0049|,"50","250",42.51297969050,-72.92244852560,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3211950- Mill Brook (1),NA,"-1"
"107","338","3208975",Dickinson Brook,Stream_River,TRUE,42.07259000000,-72.84678000000,2001-08-16,"2001",Total Pick-up,Backpack Shocking,--AE|-BND|-LND|--WS|,0002|0059|0005|0001|,TRUE,--AS|--BT|-EBT|,0090|0025|0030|,"51","169",42.07257753460,-72.84632164550,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3208975- Dickenson Br,NA,"-1"
"108","340","3107600",Halfway Brook,Stream_River,TRUE,42.05127000000,-72.96998000000,2001-06-25,"2001",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0029|,"40","190",42.05113288600,-72.97016751630,"2001",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Farmington River Basin (31)/3107600- Halfway Br,NA,"-1"
"109","341","3210500",Geer Brook,Stream_River,TRUE,42.39857100000,-73.05215700000,2001-07-16,"2001",Total Pick-up,Backpack Shocking,-BND|-CRC|,0008|0030|,TRUE,-EBT|--SC|,0051|0004|,"40","171",42.39859468550,-73.05203816450,"2001",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3210500- Geer Br,NA,"-1"
"110","342","3212275",Phelps Brook,Stream_River,TRUE,42.56391000000,-73.00694000000,2001-07-14,"2001",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0048|,"27","172",42.56390626960,-73.00632806540,"2001",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3212275- Phelps Br,NA,"-1"
"111","343","3212375",Drowned Land Brook,Stream_River,TRUE,42.56728000000,-73.03719000000,2001-07-19,"2001",Total Pick-up,Backpack Shocking,-BND|-CRC|--CS|-LND|--WS|,0020|0002|0031|0001|0003|,TRUE,-EBT|--SC|,0004|0003|,"139","147",42.56721044000,-73.03702942240,"2006",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3212375- Drowned Land Br,NA,"-1"
"112","344","3209950",Gibbs Brook,Stream_River,TRUE,42.20036000000,-72.92242000000,2001-06-26,"2001",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0064|,"30","170",42.20030340320,-72.92246867260,"2001",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3209950- Gibbs Br,NA,"-1"
"113","345","3212150",Shaw Brook,Stream_River,TRUE,42.50988200000,-73.02693800000,2001-07-23,"2001",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0024|,"33","165",42.50988348300,-73.02690207720,"2006",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3212150- Shaw Br,NA,"-1"
"114","346","3209550",Tiffany Brook,Stream_River,TRUE,42.19635000000,-72.95284000000,2001-06-26,"2001",Total Pick-up,Backpack Shocking,None,NA,TRUE,--BT|-EBT|,0010|0063|,"41","148",42.19642746120,-72.95301839350,"2001",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3209550- Tiffany Br,NA,"-1"
"115","347","3211175",Wards Stream,Stream_River,TRUE,42.37928000000,-72.91122000000,2001-08-01,"2001",Total Pick-up,Backpack Shocking,-BND|-CRC|--CS|--WS|,0124|0021|0017|0017|,TRUE,-EBT|,0001|,"120","120",42.37917513380,-72.91144671800,"2008",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3211175- Wards Stream,NA,"-1"
"116","348","3212325",Steep Bank Brook,Stream_River,TRUE,42.52439119000,-73.00811039000,2001-07-23,"2001",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|--SC|,0031|0029|,"41","121",42.52413140090,-73.00857899720,"2001",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3212325- Steep Bank Brook,NA,"-1"
"117","349","3106925",Riiska Brook,Stream_River,TRUE,42.04653730000,-73.13738390000,2001-07-11,"2001",Total Pick-up,Backpack Shocking,--AE|-BND|-LND|,0002|0020|0010|,TRUE,--AS|-EBT|,0027|0041|,"47","229",42.04655006960,-73.13745790050,"2001",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Farmington River Basin (31)/3106925- Riska Br,NA,"-1"
"118","350","3211175",Wards Stream,Stream_River,TRUE,42.41018400000,-72.93905400000,2001-08-01,"2001",Total Pick-up,Backpack Shocking,-BND|-CRC|--WS|,0060|0087|0009|,TRUE,-EBT|,0038|,"41","186",42.41018477700,-72.93897494470,"2008",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3211175- Wards Stream,NA,"-1"
"119","351","3212225",Tower Brook (2),Stream_River,TRUE,42.52254200000,-72.98313600000,2001-07-23,"2001",Total Pick-up,Backpack Shocking,None,NA,TRUE,--BT|-EBT|,0001|0032|,"50","190",42.52256944240,-72.98317675400,"2016",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3212225- Tower Br (2),NA,"-1"
"120","352","3107150",Silver Brook,Stream_River,TRUE,42.09502000000,-73.10275000000,2001-07-12,"2001",Total Pick-up,Backpack Shocking,-BND|,0009|,TRUE,-EBT|,0010|,"124","195",42.09479094620,-73.10276605660,"2001",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Farmington River Basin (31)/3107150- Silver Br,NA,"-1"
"121","354","3209850",Stage Brook,Stream_River,TRUE,42.18269800000,-72.87716200000,2001-08-03,"2001",Total Pick-up,Backpack Shocking,-BND|,0049|,TRUE,--AS|--BT|-EBT|,0068|0001|0023|,"61","167",42.18271434780,-72.87712903880,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3209850- Stage Brook,NA,"-1"
"122","357","3212200",Windsor Jambs Brook,Stream_River,TRUE,42.52390000000,-72.99212000000,2001-08-06,"2001",Total Pick-up,Backpack Shocking,-BND|,0006|,TRUE,--AS|--BT|-EBT|,0026|0007|0010|,"64","175",42.52426940570,-72.99256137470,"2016",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3212200- Windsor Jambs Brook,NA,"-1"
"124","359","3209375",Pond Brook (2),Stream_River,TRUE,42.16769000000,-72.96786000000,2001-08-06,"2001",Total Pick-up,Backpack Shocking,-BND|-CRC|---F|--GS|-LND|---P|--WS|--YP|,0005|0001|0001|0003|0004|0004|0027|0010|,TRUE,--BT|-EBT|,0035|0002|,"56","66",42.16767415980,-72.96776564030,"2013",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3209375- Pond Brook,NA,"-1"
"125","360","3210300",Walker Brook (2),Stream_River,TRUE,42.27596000000,-72.99338000000,2001-08-27,"2001",Total Pick-up,Backpack Shocking,-BND|-CRC|-LND|--WS|,0114|0001|0082|0010|,TRUE,--AS|--BT|-EBT|--SC|,0080|0035|0015|0056|,"49","156",42.27544993770,-72.99244631360,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3210300- Walker Brook,NA,"-1"
"126","361","3210600",Depot Brook,Stream_River,TRUE,42.35851000000,-73.09594000000,2001-08-15,"2001",Total Pick-up,Backpack Shocking,-BND|-CRC|--CS|-LND|--WS|,0080|0016|0003|0001|0004|,TRUE,--AS|--BT|-EBT|--SC|,0012|0006|0005|0021|,"62","139",42.35839273170,-73.09611972770,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3210600- Depot Br,NA,"-1"
"127","369","8247275",Danforth Brook,Stream_River,TRUE,42.40378000000,-71.57526000000,2001-07-23,"2001",Total Pick-up,Backpack Shocking,--AE|---B|--BB|--BS|--WS|,0001|0002|0010|0001|0006|,TRUE,--BT|-EBT|,0003|0002|,"224","235",42.40388213090,-71.57488970870,"2011",file:///W:/fisherie/Scanned River Files/Watersheds/Merrimack (8)/Concord R. Basin (82)/8247275- Danforth Brook,NA,"-1"
"128","371","8247600",Hop Brook (1),Stream_River,TRUE,42.30229000000,-71.67967000000,2001-07-25,"2001",Total Pick-up,Backpack Shocking,--AE|-BND|---F|--WS|,0001|0034|0007|0009|,TRUE,-EBT|,0007|,"76","180",42.30246613290,-71.67951701540,"2015",file:///W:/fisherie/Scanned River Files/Watersheds/Merrimack (8)/Concord R. Basin (82)/8247600- Hop Brook,NA,"-1"
"130","375","8247260",UNT to Assabet River,Stream_River,TRUE,42.41520000000,-71.54126000000,2001-08-01,"2001",Total Pick-up,Backpack Shocking,--GS|-LMB|--RP|,0003|0001|0003|,TRUE,-EBT|,0021|,"29","212",42.41529143250,-71.54099066580,"2013",file:///W:/fisherie/Scanned River Files/Watersheds/Merrimack (8)/Concord R. Basin (82)/8247260- UNT- Assabet R,NA,"-1"
"131","376","8247375",North Brook,Stream_River,TRUE,42.40694200000,-71.65359700000,2001-06-05,"2001",Total Pick-up,Backpack Shocking,-BND|---P|--WS|,0032|0015|0001|,TRUE,-EBT|,0080|,"21","200",42.40692505050,-71.65358972550,"2016",file:///W:/fisherie/Scanned River Files/Watersheds/Merrimack (8)/Concord R. Basin (82)/8247375- North Brook,NA,"-1"
"132","379","3210975",Fuller Brook,Stream_River,TRUE,42.40025000000,-72.98505000000,2001-08-22,"2001",Total Pick-up,Backpack Shocking,-BND|-LND|,0014|0005|,TRUE,--AS|-EBT|--SC|,0006|0013|0068|,"76","140",42.40009050200,-72.98527551900,"2007",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3210975- Fuller Br,NA,"-1"
"133","380","3208825",Munn Brook,Stream_River,TRUE,42.09069300000,-72.81353900000,2001-08-22,"2001",Total Pick-up,Backpack Shocking,-BND|---F|-LND|--TD|--WS|,0142|0002|0037|0002|0003|,TRUE,--AS|--BT|-EBT|--SC|,0052|0030|0002|0319|,"65","70",42.09085341750,-72.81314643610,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3208825- Munn Br,NA,"-1"
"134","381","3211100",Little River (2),Stream_River,TRUE,42.34750000000,-72.89680000000,2001-08-22,"2001",Total Pick-up,Backpack Shocking,-BND|-CRC|--CS|-LND|--WS|,0043|0001|0010|0033|0008|,TRUE,--AS|-EBT|,0078|0001|,"69","69",42.34762833660,-72.89666827600,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3211100- Little River,NA,"-1"
"135","382","3315025",Avery Brook,Stream_River,TRUE,42.62720000000,-72.81190000000,2001-08-17,"2001",Total Pick-up,Backpack Shocking,-LND|,0010|,TRUE,--AS|-EBT|--RT|--SC|,0007|0011|0002|0029|,"57","248",42.62716693740,-72.81210636890,"2015",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Deerfield River Basin (33)/3315025- Avery Br,NA,"-1"
"136","383","3210625",Shaker Mill Brook,Stream_River,TRUE,42.33499000000,-73.09579000000,2001-08-23,"2001",Total Pick-up,Backpack Shocking,-BND|-CRC|,0026|0003|,TRUE,--AS|--BT|-EBT|,0093|0001|0063|,"44","165",42.33469008540,-73.09612303650,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3210625- Shaker Mill Brook,NA,"-1"
"137","384","3210550",Yokum Brook,Stream_River,TRUE,42.32162000000,-73.08592000000,2001-08-23,"2001",Total Pick-up,Backpack Shocking,-BND|-CRC|-LND|,0038|0004|0010|,TRUE,--AS|--BT|-EBT|,0051|0001|0024|,"60","158",42.32149481160,-73.08601897600,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3210550- Yokum Br,NA,"-1"
"138","385","3211525",West Branch Brook,Stream_River,TRUE,42.41360400000,-72.90343600000,2001-09-12,"2001",Total Pick-up,Backpack Shocking,-BND|,0069|,TRUE,--AS|-EBT|--RT|,0069|0176|0001|,"53","165",42.41354982480,-72.90329603570,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3211525- West Branch Brook,NA,"-1"
"139","386","9457160",Marshfield Fairgrounds Brook,Stream_River,TRUE,42.09916400000,-70.71423010000,2001-08-27,"2001",Selective Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0016|,"60","172",42.09909404170,-70.71415552780,"2007",file:///W:/fisherie/Scanned River Files/Watersheds/Coastal (9)/South Shore Basin (94)/9457160- Marshfield Fairgrounds Br,NA,"-1"
"140","391","9456875",Indian Head Brook,Stream_River,TRUE,42.08098830000,-70.85743830000,2001-07-12,"2001",Total Pick-up,Backpack Shocking,--AE|-LMB|--RP|,0005|0001|0003|,TRUE,-EBT|,0005|,"90","234",42.08116406040,-70.85696697020,"2001",file:///W:/fisherie/Scanned River Files/Watersheds/Coastal (9)/South Shore Basin (94)/9456875- Indian Head Br,NA,"-1"
